Temperature,Days_Stagnant,Source_Type,Gas_PPM
15.3,7.5,Rainwater,40.81
14.8,28.2,Rainwater,102.1
21.4,1.5,Rainwater,22.85
21.1,22.8,Rainwater,92.19
12.2,3.1,Rainwater,21.98
22.3,1.7,Sewage,58.93
30.4,24.8,Sewage,478.41
39.8,19.3,Rainwater,67.23
18.8,10.3,Sewage,243.0
18.2,7.5,Sewage,161.51
10.2,24.1,Rainwater,104.63
26.3,27.9,Rainwater,142.82
24.4,11.8,Sewage,316.66
31.8,18.3,Rainwater,137.9
10.5,11.7,Sewage,156.19
16.8,13.0,Rainwater,33.18
24.4,11.6,Rainwater,39.91
17.6,20.5,Sewage,327.25
39.4,4.7,Sewage,397.71
26.1,5.5,Sewage,231.07
18.5,26.6,Rainwater,102.09
38.9,1.8,Rainwater,60.53
34.3,17.7,Rainwater,54.03
19.0,2.8,Rainwater,32.71
26.0,15.2,Sewage,306.88
24.0,15.6,Sewage,352.75
35.3,10.0,Rainwater,132.84
14.4,18.3,Rainwater,94.16
39.2,25.0,Rainwater,114.76
28.5,5.4,Rainwater,53.05
28.1,6.1,Rainwater,36.64
40.2,1.3,Rainwater,19.69
44.6,1.9,Rainwater,88.36
41.7,8.0,Rainwater,149.91
28.4,20.6,Rainwater,88.99
40.9,27.9,Rainwater,119.25
41.6,28.3,Sewage,440.79
23.2,20.8,Rainwater,77.33
27.1,9.1,Rainwater,50.16
42.2,6.7,Sewage,353.37
39.7,20.6,Rainwater,54.17
14.4,29.1,Sewage,340.87
36.4,29.0,Sewage,353.77
41.0,11.9,Rainwater,135.32
42.6,8.4,Rainwater,151.49
15.7,4.5,Rainwater,41.29
33.4,19.1,Rainwater,83.17
27.9,13.6,Rainwater,59.08
38.3,7.7,Sewage,298.15
25.7,12.6,Rainwater,123.85
43.0,18.6,Sewage,474.4
12.2,8.9,Sewage,147.97
41.1,9.0,Sewage,374.56
42.5,5.6,Sewage,322.15
32.9,6.9,Rainwater,49.54
28.5,7.2,Sewage,279.03
32.2,27.4,Rainwater,87.71
13.2,9.7,Sewage,209.59
36.4,6.2,Sewage,286.57
23.4,9.0,Rainwater,99.02
35.1,12.0,Sewage,452.14
36.2,19.6,Sewage,487.8
30.0,16.7,Rainwater,150.19
15.9,13.1,Rainwater,37.15
27.7,17.5,Rainwater,115.15
23.6,23.7,Sewage,366.36
43.6,6.2,Sewage,329.26
30.0,10.3,Sewage,285.75
28.3,8.6,Sewage,300.55
37.8,10.9,Rainwater,51.51
37.3,27.0,Sewage,315.9
23.2,14.8,Rainwater,54.76
27.6,20.2,Sewage,472.98
22.0,19.2,Sewage,434.68
28.5,27.8,Rainwater,64.71
26.5,25.6,Sewage,470.61
42.2,3.2,Rainwater,47.13
44.4,11.8,Sewage,433.3
25.7,14.4,Rainwater,100.55
24.9,23.3,Rainwater,111.02
12.0,7.6,Rainwater,53.62
25.8,13.4,Rainwater,82.51
12.9,11.0,Rainwater,44.46
16.8,11.5,Rainwater,46.94
23.9,21.8,Rainwater,65.62
12.3,16.4,Rainwater,44.62
11.9,17.2,Sewage,280.96
15.1,19.0,Sewage,322.07
32.1,12.1,Rainwater,119.83
14.1,10.8,Rainwater,55.75
30.0,23.8,Rainwater,121.99
32.0,11.2,Rainwater,60.87
31.7,10.6,Sewage,429.6
34.5,11.1,Rainwater,134.47
16.9,12.2,Sewage,228.83
27.3,3.0,Rainwater,23.13
26.5,8.7,Sewage,321.3
16.4,19.7,Rainwater,50.12
36.1,6.6,Rainwater,116.4
23.5,15.5,Sewage,357.14
39.2,27.8,Rainwater,132.96
22.0,28.7,Sewage,292.74
27.7,23.5,Sewage,367.44
18.3,25.2,Rainwater,50.57
42.8,2.0,Rainwater,86.28
11.1,12.8,Sewage,250.26
24.0,20.2,Sewage,347.07
13.2,3.8,Rainwater,31.15
40.9,3.7,Sewage,364.28
12.5,8.6,Sewage,145.66
14.5,29.6,Rainwater,75.75
12.1,15.2,Rainwater,49.4
41.8,22.1,Rainwater,92.49
11.9,29.9,Sewage,283.8
44.8,21.4,Sewage,299.99
45.0,23.0,Sewage,458.14
14.6,26.1,Rainwater,87.77
37.2,19.8,Sewage,495.7
29.3,25.6,Rainwater,103.27
41.0,14.5,Sewage,474.45
26.1,24.2,Rainwater,98.3
41.4,29.8,Sewage,347.58
23.1,20.6,Sewage,370.07
22.0,13.7,Rainwater,122.46
38.6,3.2,Rainwater,39.8
39.1,6.5,Sewage,290.24
42.7,16.3,Rainwater,70.33
10.8,26.4,Rainwater,38.55
40.2,21.0,Sewage,466.58
28.6,22.8,Sewage,392.34
18.0,6.6,Rainwater,25.3
25.3,19.7,Rainwater,118.63
26.2,28.5,Rainwater,68.95
28.9,19.9,Rainwater,68.26
32.5,18.8,Sewage,363.27
44.0,16.4,Rainwater,119.64
21.8,25.0,Sewage,436.33
37.5,21.5,Rainwater,97.39
19.7,8.9,Sewage,207.2
26.7,25.8,Rainwater,98.64
25.8,22.8,Sewage,374.05
30.0,4.6,Rainwater,35.43
43.9,19.0,Rainwater,129.78
26.7,27.9,Sewage,367.25
22.5,8.3,Rainwater,74.62
42.4,12.9,Sewage,319.47
17.7,24.0,Sewage,388.4
25.9,14.4,Sewage,289.34
25.3,26.4,Rainwater,104.05
14.5,16.0,Rainwater,53.15
43.0,4.7,Sewage,288.69
32.9,30.0,Sewage,425.77
15.0,5.3,Sewage,159.79
21.7,5.1,Sewage,136.63
37.3,15.6,Rainwater,106.01
12.5,20.8,Rainwater,61.8
14.4,14.3,Rainwater,36.11
15.5,21.1,Rainwater,109.18
19.4,12.4,Sewage,317.07
37.4,28.4,Sewage,426.19
44.1,16.7,Sewage,502.06
24.7,6.9,Rainwater,55.82
14.0,4.3,Rainwater,20.13
29.4,27.0,Rainwater,76.57
18.6,7.5,Rainwater,43.53
36.6,23.7,Sewage,305.61
34.9,4.6,Sewage,263.22
29.1,9.2,Sewage,347.14
29.3,14.1,Sewage,390.88
28.7,19.4,Rainwater,88.72
42.0,7.7,Rainwater,120.51
18.3,4.0,Rainwater,34.44
13.5,24.3,Sewage,237.3
41.5,1.4,Sewage,222.21
16.7,17.9,Sewage,236.93
16.0,15.6,Sewage,337.7
41.1,18.9,Sewage,317.91
12.7,19.3,Sewage,303.6
33.7,8.6,Rainwater,61.94
13.1,29.4,Rainwater,69.53
32.7,3.5,Sewage,227.37
17.1,10.1,Rainwater,66.52
29.2,21.8,Rainwater,74.58
14.7,27.4,Rainwater,63.27
14.9,29.8,Rainwater,49.83
26.3,21.6,Sewage,443.58
21.8,22.8,Rainwater,64.63
19.5,4.5,Rainwater,43.84
19.9,26.7,Rainwater,138.88
43.7,16.1,Rainwater,129.37
19.2,13.2,Rainwater,62.02
26.5,27.1,Sewage,422.52
15.1,25.5,Sewage,389.5
19.0,10.9,Sewage,276.23
45.0,5.8,Rainwater,92.74
31.6,17.2,Rainwater,104.36
38.4,28.3,Rainwater,51.02
20.1,16.6,Sewage,348.98
35.5,6.7,Sewage,318.29
36.5,2.0,Rainwater,67.62
19.0,18.0,Rainwater,85.24
39.1,8.3,Rainwater,67.53
43.8,25.6,Rainwater,74.69
29.9,17.1,Rainwater,53.66
21.5,7.1,Sewage,249.66
31.0,29.8,Rainwater,49.49
34.0,26.9,Sewage,495.99
12.0,7.8,Rainwater,23.87
30.6,12.3,Sewage,381.83
35.3,21.6,Rainwater,65.53
22.9,21.8,Sewage,387.52
40.8,27.0,Sewage,400.69
40.4,8.8,Sewage,326.87
16.4,7.2,Rainwater,47.24
36.1,3.1,Sewage,234.69
12.8,29.1,Rainwater,122.63
31.1,11.8,Sewage,352.46
24.1,18.8,Rainwater,84.07
13.9,20.6,Sewage,324.36
29.9,11.0,Sewage,260.26
44.8,15.6,Sewage,428.52
21.8,22.5,Rainwater,114.49
18.5,7.7,Rainwater,58.76
44.2,11.4,Sewage,421.26
21.8,19.7,Rainwater,74.39
37.9,18.1,Sewage,307.09
34.2,18.7,Rainwater,61.41
34.5,11.3,Sewage,301.1
41.5,23.8,Sewage,442.25
31.8,8.3,Sewage,315.72
14.4,13.8,Sewage,257.23
44.1,8.2,Sewage,331.53
15.5,3.0,Rainwater,11.11
22.2,7.4,Sewage,284.24
18.5,11.0,Sewage,193.86
30.6,15.2,Rainwater,149.45
28.5,21.6,Sewage,415.38
27.4,12.9,Rainwater,116.06
29.8,14.9,Rainwater,62.23
23.1,19.0,Sewage,460.28
29.2,3.6,Rainwater,52.56
39.5,23.2,Rainwater,89.37
21.8,6.2,Rainwater,35.81
32.1,19.0,Rainwater,114.13
44.6,23.2,Sewage,343.34
14.0,8.5,Rainwater,45.94
42.8,29.5,Sewage,298.16
29.8,17.7,Sewage,346.99
44.6,7.4,Sewage,414.07
36.2,18.5,Sewage,437.43
17.1,20.6,Rainwater,85.89
23.5,6.3,Rainwater,33.17
29.9,9.9,Rainwater,43.87
36.0,29.3,Sewage,362.12
36.6,7.5,Sewage,459.11
44.0,23.6,Rainwater,80.08
39.9,8.2,Sewage,429.59
40.2,23.7,Rainwater,127.06
26.3,18.9,Sewage,366.9
29.8,11.7,Sewage,441.1
42.3,17.1,Rainwater,102.16
36.2,8.5,Sewage,401.87
25.3,5.1,Sewage,157.05
23.9,13.8,Rainwater,80.35
13.0,15.0,Sewage,270.01
36.4,7.9,Rainwater,79.68
37.6,28.2,Rainwater,118.02
42.9,29.6,Sewage,376.78
39.3,10.8,Rainwater,109.32
24.7,14.5,Sewage,374.03
34.5,6.3,Rainwater,96.35
33.4,12.0,Rainwater,48.7
42.5,16.3,Sewage,449.04
17.6,2.5,Sewage,66.97
20.3,16.5,Sewage,267.42
19.0,26.3,Sewage,350.83
23.0,29.4,Sewage,455.95
12.3,1.7,Rainwater,8.03
18.3,19.5,Sewage,371.74
42.4,13.7,Rainwater,50.13
28.2,23.3,Sewage,401.03
17.2,28.0,Rainwater,81.4
16.9,25.2,Sewage,341.22
13.9,14.8,Sewage,226.07
25.3,15.4,Rainwater,101.47
39.2,20.7,Sewage,379.97
41.9,25.4,Rainwater,132.16
20.6,10.2,Sewage,232.45
44.2,1.6,Sewage,261.71
37.6,23.0,Rainwater,113.3
32.6,9.1,Sewage,356.32
24.7,10.6,Sewage,342.08
40.1,24.1,Rainwater,146.85
17.9,18.5,Rainwater,70.37
29.7,24.2,Rainwater,128.3
41.6,10.1,Rainwater,64.99
44.9,20.5,Rainwater,126.74
22.5,1.9,Rainwater,29.22
18.9,12.5,Rainwater,99.6
16.4,12.2,Rainwater,69.76
31.3,24.1,Rainwater,99.09
12.9,8.6,Rainwater,53.26
21.4,15.5,Rainwater,52.51
34.2,23.1,Rainwater,56.08
36.3,15.2,Sewage,319.32
42.6,24.6,Sewage,363.91
30.9,27.2,Sewage,451.27
39.2,12.8,Rainwater,81.26
35.0,20.4,Rainwater,67.76
33.2,18.4,Sewage,321.48
40.1,5.7,Rainwater,47.63
30.3,29.7,Rainwater,77.76
17.0,8.7,Sewage,202.89
31.2,6.1,Rainwater,63.37
13.6,19.2,Rainwater,103.39
38.8,15.9,Rainwater,80.39
37.1,1.4,Rainwater,20.73
22.7,11.8,Sewage,341.15
33.0,26.0,Rainwater,121.95
39.3,5.2,Rainwater,78.99
28.4,10.7,Sewage,391.85
13.7,6.3,Sewage,134.88
37.7,8.6,Rainwater,70.79
31.3,8.4,Sewage,382.27
16.6,23.9,Sewage,414.89
44.4,25.8,Rainwater,92.4
10.7,5.2,Sewage,82.71
10.9,22.1,Rainwater,37.57
43.1,14.5,Rainwater,66.84
40.5,23.3,Rainwater,93.0
44.2,18.7,Rainwater,132.23
15.3,27.2,Rainwater,70.24
29.1,17.8,Rainwater,125.06
22.2,23.6,Sewage,321.37
22.5,10.2,Sewage,223.83
21.1,27.7,Rainwater,114.74
26.5,6.6,Rainwater,33.84
40.0,5.7,Sewage,424.61
32.1,18.3,Rainwater,118.11
41.0,4.9,Sewage,263.81
21.1,5.6,Sewage,185.34
20.1,14.7,Sewage,311.58
19.3,10.6,Rainwater,61.8
10.2,6.1,Rainwater,39.57
34.8,29.1,Sewage,492.16
23.6,10.0,Sewage,314.39
25.0,16.6,Rainwater,54.27
13.3,19.5,Rainwater,35.4
22.1,17.1,Rainwater,130.73
24.1,6.4,Rainwater,84.31
12.0,24.8,Rainwater,58.9
22.2,7.3,Sewage,174.83
28.0,15.1,Sewage,356.7
20.5,6.2,Sewage,230.99
24.6,14.9,Rainwater,124.18
43.1,11.1,Sewage,367.19
16.3,16.2,Rainwater,90.96
42.2,10.3,Sewage,499.34
35.5,3.8,Rainwater,66.5
13.8,3.8,Rainwater,26.85
23.6,20.7,Sewage,348.95
43.6,5.1,Rainwater,86.96
35.8,8.4,Rainwater,124.71
36.0,1.5,Rainwater,24.11
11.7,17.1,Sewage,227.99
28.1,28.8,Rainwater,103.68
12.9,15.1,Rainwater,71.48
43.7,16.0,Rainwater,134.79
17.8,24.1,Rainwater,85.74
26.9,1.1,Sewage,52.32
27.8,2.2,Sewage,146.35
14.5,2.8,Sewage,54.72
17.1,29.3,Rainwater,98.31
21.9,26.4,Rainwater,102.3
20.2,9.9,Sewage,293.88
11.1,26.5,Rainwater,105.17
19.1,3.6,Rainwater,32.85
39.3,11.1,Sewage,457.56
18.7,24.8,Sewage,404.28
39.3,16.1,Sewage,504.4
28.9,4.1,Sewage,256.37
23.3,15.2,Rainwater,99.76
24.4,23.3,Rainwater,121.65
12.2,22.7,Sewage,243.72
33.8,27.8,Sewage,401.14
36.5,23.8,Sewage,420.33
21.3,21.1,Sewage,396.48
14.8,28.3,Sewage,414.2
39.0,5.7,Rainwater,98.03
43.1,20.1,Sewage,377.79
25.1,4.0,Sewage,149.24
10.7,3.5,Sewage,62.75
14.7,23.1,Rainwater,95.99
31.2,6.1,Rainwater,67.13
18.3,13.0,Rainwater,38.45
13.6,7.0,Sewage,131.11
12.0,17.5,Sewage,257.29
12.7,21.2,Rainwater,66.24
20.1,1.7,Sewage,63.68
28.2,20.9,Sewage,490.77
32.0,4.0,Sewage,255.35
22.2,8.1,Sewage,210.12
34.6,13.5,Rainwater,141.62
44.3,18.6,Sewage,435.45
44.6,6.5,Sewage,424.51
10.7,4.0,Sewage,71.09
30.1,13.9,Rainwater,121.09
44.2,17.0,Sewage,472.41
30.7,22.6,Sewage,330.71
20.9,24.8,Sewage,287.52
40.5,26.9,Sewage,490.07
10.9,6.8,Rainwater,30.35
28.2,5.3,Sewage,254.33
42.9,6.9,Rainwater,99.93
41.5,24.4,Rainwater,115.61
33.1,27.9,Sewage,332.32
41.0,6.0,Rainwater,51.0
19.9,29.1,Rainwater,85.87
39.0,29.3,Rainwater,144.71
24.3,4.3,Sewage,200.64
44.4,13.0,Sewage,420.92
18.1,4.7,Sewage,121.1
25.1,16.7,Rainwater,53.15
10.7,18.3,Sewage,243.74
22.9,11.9,Sewage,340.56
42.1,23.2,Rainwater,59.39
35.4,18.5,Sewage,427.82
43.0,29.0,Sewage,350.47
41.9,5.4,Sewage,456.95
15.5,19.8,Rainwater,53.83
24.6,29.6,Sewage,301.89
11.7,15.5,Sewage,216.52
21.6,24.7,Sewage,321.2
20.8,25.1,Sewage,356.69
17.1,1.3,Rainwater,5.71
11.7,29.4,Sewage,306.98
41.3,8.1,Sewage,404.56
25.9,23.2,Rainwater,78.15
26.5,1.6,Sewage,90.87
38.7,3.8,Rainwater,114.75
39.2,20.5,Sewage,448.28
24.5,28.5,Rainwater,147.99
36.7,17.4,Rainwater,145.86
30.7,13.1,Rainwater,75.99
20.9,16.3,Rainwater,69.18
37.5,15.5,Sewage,482.58
10.7,23.7,Sewage,261.29
16.8,15.4,Rainwater,46.11
12.6,2.8,Sewage,52.76
25.6,24.0,Sewage,378.12
16.0,2.1,Sewage,53.64
18.8,28.8,Sewage,334.67
39.6,10.3,Sewage,330.67
17.0,2.3,Sewage,55.91
44.5,19.6,Sewage,343.6
22.2,21.4,Rainwater,49.71
15.2,25.6,Rainwater,54.65
26.3,20.9,Rainwater,49.52
35.3,18.7,Sewage,480.81
13.0,6.4,Sewage,127.13
14.9,9.9,Rainwater,44.96
21.7,10.4,Sewage,357.12
17.1,25.8,Sewage,381.39
17.8,11.3,Sewage,190.43
37.1,16.8,Sewage,312.82
17.2,16.6,Sewage,263.83
16.7,24.3,Rainwater,52.93
31.7,25.6,Rainwater,95.06
23.2,8.3,Sewage,280.18
26.9,12.9,Rainwater,126.26
13.2,26.2,Sewage,389.18
12.8,4.8,Sewage,111.46
13.5,2.6,Rainwater,18.6
24.7,23.4,Rainwater,134.33
21.8,11.7,Rainwater,79.57
11.2,8.6,Rainwater,30.9
30.8,5.4,Rainwater,50.99
26.9,19.8,Rainwater,115.21
35.7,27.3,Sewage,378.5
37.8,16.7,Rainwater,119.13
43.3,1.8,Rainwater,55.32
36.9,12.4,Rainwater,80.41
15.7,10.9,Sewage,171.46
35.7,15.5,Sewage,430.66
42.5,23.5,Sewage,303.85
30.9,6.3,Sewage,236.49
42.2,21.0,Sewage,340.94
21.5,17.8,Rainwater,121.13
15.0,2.1,Rainwater,17.78
39.4,6.8,Rainwater,86.72
13.4,25.4,Sewage,284.5
17.0,26.0,Rainwater,95.21
33.1,8.9,Sewage,433.99
31.5,28.8,Sewage,293.68
23.9,17.5,Rainwater,67.11
36.0,13.5,Sewage,289.72
27.7,26.5,Sewage,373.8
36.8,22.9,Rainwater,104.39
12.3,4.5,Rainwater,14.87
17.2,24.6,Rainwater,97.56
20.8,10.9,Sewage,230.55
44.1,10.1,Sewage,455.7
33.5,5.7,Rainwater,106.2
31.5,12.3,Sewage,406.53
32.4,18.8,Sewage,457.75
38.4,21.2,Rainwater,86.8
24.0,14.7,Sewage,285.67
11.6,21.1,Sewage,332.2
30.2,18.2,Rainwater,129.83
33.8,15.8,Rainwater,131.9
44.7,13.1,Sewage,386.19
11.6,17.8,Rainwater,57.01
34.0,24.5,Rainwater,92.36
26.1,6.9,Sewage,290.62
33.6,27.1,Sewage,464.64
35.4,8.3,Sewage,370.16
10.3,11.5,Sewage,206.76
22.4,13.2,Sewage,376.23
20.0,7.7,Sewage,171.35
39.7,22.2,Sewage,477.09
21.2,11.9,Sewage,267.27
39.8,11.4,Rainwater,53.29
32.3,16.3,Rainwater,123.37
37.2,3.2,Sewage,231.53
12.5,4.6,Rainwater,18.47
13.8,18.4,Sewage,310.22
19.2,5.8,Sewage,210.71
41.7,22.0,Rainwater,83.37
32.2,16.7,Rainwater,135.41
16.0,1.2,Sewage,33.56
37.2,27.1,Sewage,351.9
36.9,29.9,Rainwater,133.48
43.3,1.4,Rainwater,45.19
15.7,11.4,Rainwater,60.67
40.7,23.5,Sewage,505.27
18.7,10.2,Sewage,234.32
24.4,28.3,Sewage,478.45
11.1,2.3,Sewage,53.99
36.2,13.8,Rainwater,107.87
28.2,5.4,Rainwater,69.58
13.5,21.9,Rainwater,71.29
14.0,11.3,Rainwater,46.0
40.6,29.1,Rainwater,107.16
20.1,10.1,Sewage,323.16
43.1,22.4,Rainwater,71.15
18.3,20.0,Rainwater,98.01
22.7,29.8,Sewage,411.74
23.4,22.8,Rainwater,94.5
21.6,20.5,Sewage,273.19
19.3,6.6,Sewage,189.6
23.8,23.0,Sewage,433.43
38.5,8.3,Sewage,313.02
25.1,22.7,Sewage,324.36
16.6,15.5,Rainwater,50.68
24.9,10.9,Rainwater,107.92
19.1,26.0,Rainwater,72.69
23.0,24.7,Rainwater,139.45
10.9,13.4,Sewage,193.23
37.9,19.7,Sewage,428.43
15.9,24.4,Sewage,318.9
16.9,13.2,Rainwater,59.07
34.3,5.7,Sewage,268.0
27.8,25.3,Sewage,395.99
42.2,26.7,Rainwater,74.76
19.2,26.6,Sewage,358.27
22.9,14.4,Rainwater,41.22
36.2,16.6,Rainwater,84.65
24.9,5.7,Sewage,236.42
22.4,7.3,Rainwater,60.25
36.5,28.6,Rainwater,56.87
22.0,27.3,Sewage,296.81
12.7,23.7,Sewage,286.48
10.9,11.3,Sewage,177.34
42.6,25.6,Sewage,353.79
28.8,17.4,Rainwater,63.78
35.1,17.8,Rainwater,105.97
37.5,24.7,Rainwater,126.17
30.9,11.9,Sewage,362.98
16.3,8.3,Sewage,159.69
35.7,12.1,Sewage,467.48
40.1,24.9,Rainwater,122.62
31.6,5.2,Sewage,254.59
25.6,20.3,Sewage,387.14
24.1,20.4,Sewage,414.37
42.3,20.0,Sewage,381.87
35.8,29.9,Sewage,481.6
21.5,3.1,Sewage,122.94
37.8,26.4,Sewage,392.04
36.6,14.6,Rainwater,49.71
19.3,22.6,Rainwater,85.82
39.0,19.2,Rainwater,112.69
14.2,22.2,Sewage,402.62
12.7,27.2,Rainwater,42.88
28.9,27.8,Sewage,345.1
34.8,21.0,Sewage,454.56
17.5,29.0,Rainwater,97.4
22.2,17.1,Sewage,301.06
38.4,26.0,Rainwater,139.64
37.9,10.4,Rainwater,57.61
21.3,15.6,Sewage,310.12
26.1,29.8,Sewage,313.82
27.3,9.7,Sewage,287.91
25.7,15.2,Rainwater,80.14
37.9,28.8,Rainwater,135.05
12.0,25.4,Rainwater,97.4
28.6,7.1,Rainwater,60.67
12.5,13.7,Sewage,270.58
11.8,14.9,Sewage,216.79
10.4,4.8,Sewage,90.81
38.3,18.8,Sewage,405.95
25.7,26.4,Sewage,497.81
27.9,17.3,Rainwater,65.21
38.6,16.9,Sewage,454.3
43.1,25.8,Sewage,292.75
17.1,16.4,Rainwater,72.7
20.5,16.8,Rainwater,52.87
13.9,24.6,Rainwater,86.93
43.2,15.1,Rainwater,82.87
34.4,8.5,Sewage,324.95
12.8,10.5,Rainwater,64.05
41.7,13.4,Rainwater,70.0
29.4,18.8,Sewage,474.91
42.9,3.6,Sewage,366.3
29.5,4.5,Sewage,238.26
18.9,7.6,Sewage,237.45
21.9,7.8,Sewage,180.48
27.1,23.2,Sewage,448.69
40.5,29.2,Sewage,353.31
39.5,16.7,Rainwater,50.0
34.5,15.9,Sewage,479.8
43.6,27.1,Rainwater,72.72
10.9,15.1,Sewage,195.33
22.8,1.7,Sewage,56.2
14.8,21.1,Rainwater,66.25
27.7,19.8,Sewage,302.84
12.0,14.1,Sewage,278.79
14.3,3.9,Rainwater,28.59
24.3,17.7,Sewage,333.89
12.6,29.0,Sewage,352.98
41.8,6.1,Rainwater,101.63
22.1,17.6,Sewage,401.44
15.3,4.3,Sewage,118.73
41.4,3.9,Rainwater,58.26
11.0,19.5,Sewage,295.0
37.6,28.0,Rainwater,114.0
15.1,20.7,Rainwater,57.7
43.7,2.2,Rainwater,88.21
34.8,12.0,Rainwater,50.73
34.7,28.0,Rainwater,122.44
43.5,15.6,Rainwater,48.89
16.3,5.1,Rainwater,25.74
29.4,5.6,Rainwater,36.43
11.3,17.6,Sewage,230.02
36.2,1.5,Rainwater,43.8
14.7,25.0,Rainwater,89.92
28.2,25.3,Sewage,468.71
35.0,13.7,Sewage,492.9
19.8,1.0,Sewage,39.13
38.7,27.3,Sewage,395.54
21.7,25.8,Rainwater,67.89
40.4,23.1,Rainwater,105.03
18.0,5.2,Sewage,185.2
19.0,19.8,Sewage,410.19
18.2,21.2,Sewage,327.55
35.5,17.0,Sewage,320.46
27.0,14.9,Sewage,312.13
30.7,15.2,Rainwater,104.59
29.1,5.3,Rainwater,71.08
13.6,13.8,Rainwater,65.33
33.4,17.5,Rainwater,109.74
15.5,15.8,Sewage,324.91
16.5,11.9,Sewage,214.86
11.3,27.4,Rainwater,111.96
36.8,26.7,Sewage,483.33
11.8,28.5,Rainwater,51.53
40.3,22.5,Sewage,454.7
13.7,1.7,Sewage,52.28
11.0,22.9,Rainwater,96.2
16.8,10.7,Sewage,213.07
13.1,10.6,Sewage,244.67
15.4,23.7,Sewage,256.29
36.3,1.6,Sewage,127.4
25.1,13.4,Rainwater,100.72
42.8,23.8,Sewage,399.88
21.1,25.5,Sewage,454.61
42.5,14.6,Sewage,448.44
42.3,27.7,Rainwater,117.85
19.7,16.3,Rainwater,96.28
45.0,27.2,Sewage,308.85
40.2,17.4,Sewage,453.16
19.3,26.7,Rainwater,107.04
33.3,16.5,Sewage,289.56
18.8,20.9,Rainwater,81.45
36.3,21.1,Rainwater,132.58
14.4,3.0,Rainwater,24.97
25.4,8.0,Rainwater,85.87
24.6,23.5,Rainwater,137.7
29.9,7.3,Sewage,236.64
19.9,1.7,Rainwater,9.59
35.9,4.3,Rainwater,98.76
14.5,23.6,Sewage,336.47
35.7,22.6,Sewage,313.79
18.2,23.7,Rainwater,73.32
11.0,25.9,Rainwater,85.42
25.5,1.2,Sewage,67.86
17.5,3.2,Sewage,108.64
27.6,11.9,Rainwater,104.5
24.3,3.2,Sewage,107.95
43.6,20.7,Sewage,441.84
13.7,9.2,Sewage,154.71
20.9,11.3,Sewage,236.45
36.3,10.2,Rainwater,127.65
30.6,21.1,Rainwater,137.69
44.4,17.3,Rainwater,53.64
40.7,11.3,Sewage,353.06
31.0,10.9,Sewage,395.4
17.2,28.4,Rainwater,88.65
37.7,4.9,Sewage,350.01
30.0,7.0,Sewage,309.91
25.1,6.3,Rainwater,56.58
25.9,9.0,Rainwater,82.61
29.4,10.1,Sewage,337.5
24.1,27.1,Rainwater,115.46
26.3,21.9,Sewage,315.63
31.7,5.7,Rainwater,51.13
37.8,12.4,Sewage,453.41
23.7,4.2,Rainwater,22.46
32.2,18.8,Sewage,445.8
20.5,11.7,Rainwater,41.32
10.2,9.5,Sewage,140.12
10.4,23.9,Sewage,338.77
33.1,1.3,Rainwater,24.4
43.2,25.1,Sewage,318.07
35.3,3.5,Rainwater,34.9
33.9,15.4,Sewage,394.34
34.3,11.8,Rainwater,63.08
41.8,11.5,Sewage,514.71
20.2,9.7,Sewage,217.86
44.5,6.4,Sewage,405.28
12.5,20.6,Rainwater,47.82
15.5,11.6,Rainwater,81.93
38.8,9.1,Rainwater,72.76
19.2,17.6,Rainwater,90.07
30.6,7.0,Sewage,248.99
42.7,23.0,Sewage,407.78
35.1,5.5,Sewage,353.96
36.5,7.3,Rainwater,131.47
25.4,16.0,Rainwater,68.72
39.5,29.6,Rainwater,151.51
29.4,5.9,Sewage,219.85
30.9,9.3,Sewage,317.51
27.0,21.8,Sewage,431.91
41.2,2.4,Sewage,262.2
34.3,10.7,Rainwater,53.51
21.7,9.0,Rainwater,51.72
17.0,12.2,Rainwater,79.97
38.7,24.2,Rainwater,60.04
13.7,8.0,Rainwater,22.03
26.9,9.8,Sewage,346.68
26.7,3.7,Rainwater,26.33
19.8,27.0,Sewage,462.83
43.7,27.3,Sewage,402.54
38.1,26.5,Sewage,371.8
19.0,23.5,Sewage,412.16
24.8,2.5,Sewage,99.09
38.6,2.3,Sewage,205.53
15.6,19.1,Rainwater,69.07
10.8,7.2,Rainwater,45.25
24.2,18.0,Rainwater,51.72
11.8,9.7,Rainwater,56.86
19.1,26.3,Rainwater,114.4
39.6,6.5,Sewage,435.01
11.1,21.2,Rainwater,69.26
27.1,7.6,Rainwater,52.32
39.4,15.1,Sewage,358.21
36.9,14.5,Sewage,484.25
28.3,18.2,Sewage,320.94
34.7,20.3,Rainwater,148.3
27.3,11.7,Rainwater,90.4
17.5,13.7,Sewage,239.59
41.8,26.4,Rainwater,106.05
35.5,13.8,Sewage,417.22
13.0,29.5,Sewage,288.53
44.8,29.4,Rainwater,104.18
43.0,26.2,Sewage,453.97
13.7,10.4,Rainwater,72.32
33.1,29.7,Rainwater,128.25
15.2,15.9,Sewage,279.62
37.1,1.6,Rainwater,34.56
36.5,16.4,Sewage,333.3
38.2,18.1,Sewage,378.19
43.1,26.3,Rainwater,101.52
33.4,20.1,Sewage,419.99
38.4,14.0,Sewage,453.27
25.1,29.0,Rainwater,112.0
35.0,25.9,Rainwater,124.2
25.9,15.9,Sewage,393.0
40.5,22.7,Rainwater,109.09
